interface removed, generator,# affected nodes, solution, # reachable nodes, interface included, # interface exposed, # violated policies, # nodes exposed
as2core2:GigabitEthernet1/0, random-2,2, heimdall, 13, 1, 65, 70,13
as2core2:GigabitEthernet1/0, random-2,2, heimdall_end_nodes, 13, 1, 65, 70,13
as2core2:GigabitEthernet1/0, random-2,2, heimdall_interface, 33, 0, 32, 54,32
as2core2:GigabitEthernet1/0, random-2,2, heimdall_intersect, 13, 1, 65, 70,13
as2core2:GigabitEthernet1/0, random-2,2, heimdall_intersect2, 13, 1, 65, 70,13
as2core2:GigabitEthernet1/0, random-2,2, neighbor, 3, 1, 17, 38,3
as2core2:GigabitEthernet2/0, complete,6, base, 13, 1, 65, 70,13
as2core2:GigabitEthernet2/0, complete,6, crystal-net, 7, 1, 38, 53,7
as2core2:GigabitEthernet2/0, complete,6, empty, 0, 0, 0, 0,0
as2core2:GigabitEthernet2/0, complete,6, heimdall, 13, 1, 65, 70,13
as2core2:GigabitEthernet2/0, complete,6, heimdall_end_nodes, 13, 1, 65, 70,13
as2core2:GigabitEthernet2/0, complete,6, heimdall_interface, 34, 0, 33, 54,33
as2core2:GigabitEthernet2/0, complete,6, heimdall_intersect, 13, 1, 65, 70,13
as2core2:GigabitEthernet2/0, complete,6, heimdall_intersect2, 13, 1, 65, 70,13
as2core2:GigabitEthernet2/0, complete,6, heimdall_intersect3, 13, 1, 65, 70,13
as2core2:GigabitEthernet2/0, complete,6, heimdall_intersect4, 13, 1, 65, 70,13
as2core2:GigabitEthernet2/0, complete,6, neighbor, 5, 1, 28, 49,5
as2core2:GigabitEthernet2/0, random-2,2, base, 13, 1, 65, 70,13
as2core2:GigabitEthernet2/0, random-2,2, crystal-net, 7, 1, 38, 53,7
as2core2:GigabitEthernet2/0, random-2,2, empty, 0, 0, 0, 0,0
as2core2:GigabitEthernet2/0, random-2,2, heimdall, 13, 1, 65, 70,13
as2core2:GigabitEthernet2/0, random-2,2, heimdall_end_nodes, 13, 1, 65, 70,13
as2core2:GigabitEthernet2/0, random-2,2, heimdall_interface, 33, 0, 33, 54,33
as2core2:GigabitEthernet2/0, random-2,2, heimdall_intersect, 13, 1, 65, 70,13
as2core2:GigabitEthernet2/0, random-2,2, heimdall_intersect2, 13, 1, 65, 70,13
as2core2:GigabitEthernet2/0, random-2,2, neighbor, 2, 0, 11, 37,2
as2core2:GigabitEthernet3/0, complete,6, base, 13, 1, 65, 70,13
as2core2:GigabitEthernet3/0, complete,6, crystal-net, 7, 1, 38, 53,7
as2core2:GigabitEthernet3/0, complete,6, empty, 0, 0, 0, 0,0
as2core2:GigabitEthernet3/0, complete,6, heimdall, 13, 1, 65, 70,13
as2core2:GigabitEthernet3/0, complete,6, heimdall_end_nodes, 13, 1, 65, 70,13
as2core2:GigabitEthernet3/0, complete,6, heimdall_interface, 34, 0, 33, 54,33
as2core2:GigabitEthernet3/0, complete,6, heimdall_intersect, 13, 1, 65, 70,13
as2core2:GigabitEthernet3/0, complete,6, heimdall_intersect2, 13, 1, 65, 70,13
as2core2:GigabitEthernet3/0, complete,6, heimdall_intersect3, 13, 1, 65, 70,13
as2core2:GigabitEthernet3/0, complete,6, heimdall_intersect4, 13, 1, 65, 70,13
as2core2:GigabitEthernet3/0, complete,6, neighbor, 5, 1, 28, 49,5
as2core2:GigabitEthernet3/0, random-2,2, base, 13, 1, 65, 70,13
as2core2:GigabitEthernet3/0, random-2,2, crystal-net, 7, 1, 38, 53,7
as2core2:GigabitEthernet3/0, random-2,2, empty, 0, 0, 0, 0,0
as2core2:GigabitEthernet3/0, random-2,2, heimdall, 13, 1, 65, 70,13
as2core2:GigabitEthernet3/0, random-2,2, heimdall_end_nodes, 13, 1, 65, 70,13
as2core2:GigabitEthernet3/0, random-2,2, heimdall_interface, 34, 0, 33, 54,33
as2core2:GigabitEthernet3/0, random-2,2, heimdall_intersect, 13, 1, 65, 70,13
as2core2:GigabitEthernet3/0, random-2,2, heimdall_intersect2, 13, 1, 65, 70,13
as2core2:GigabitEthernet3/0, random-2,2, neighbor, 3, 1, 17, 38,3
as2core2:Loopback0, complete,6, base, 13, 1, 65, 65,13
as2core2:Loopback0, complete,6, crystal-net, 7, 1, 38, 48,7
as2core2:Loopback0, complete,6, empty, 0, 0, 0, 0,0
as2core2:Loopback0, complete,6, heimdall, 13, 1, 65, 65,13
as2core2:Loopback0, complete,6, heimdall_end_nodes, 13, 1, 65, 65,13
as2core2:Loopback0, complete,6, heimdall_interface, 35, 0, 34, 45,34
as2core2:Loopback0, complete,6, heimdall_intersect, 13, 1, 65, 65,13
as2core2:Loopback0, complete,6, heimdall_intersect2, 13, 1, 65, 65,13
as2core2:Loopback0, complete,6, heimdall_intersect3, 13, 1, 65, 65,13
as2core2:Loopback0, complete,6, heimdall_intersect4, 13, 1, 65, 65,13
as2core2:Loopback0, complete,6, neighbor, 5, 1, 28, 43,5
as2core2:Loopback0, random-2,2, base, 13, 1, 65, 65,13
as2core2:Loopback0, random-2,2, crystal-net, 7, 1, 38, 48,7
as2core2:Loopback0, random-2,2, empty, 0, 0, 0, 0,0
as2core2:Loopback0, random-2,2, heimdall, 13, 1, 65, 65,13
as2core2:Loopback0, random-2,2, heimdall_end_nodes, 13, 1, 65, 65,13
as2core2:Loopback0, random-2,2, heimdall_interface, 35, 0, 34, 45,34
as2core2:Loopback0, random-2,2, heimdall_intersect, 13, 1, 65, 65,13
as2core2:Loopback0, random-2,2, heimdall_intersect2, 13, 1, 65, 65,13
as2core2:Loopback0, random-2,2, neighbor, 3, 1, 17, 33,3
as2dept1:GigabitEthernet0/0, complete,9, base, 13, 1, 65, 70,13
as2dept1:GigabitEthernet0/0, complete,9, crystal-net, 7, 1, 38, 53,7
as2dept1:GigabitEthernet0/0, complete,9, empty, 0, 0, 0, 0,0
as2dept1:GigabitEthernet0/0, complete,9, heimdall, 13, 1, 65, 70,13
as2dept1:GigabitEthernet0/0, complete,9, heimdall_end_nodes, 13, 1, 65, 70,13
as2dept1:GigabitEthernet0/0, complete,9, heimdall_interface, 34, 0, 33, 45,33
as2dept1:GigabitEthernet0/0, complete,9, heimdall_intersect, 0, 0, 0, 0,0
as2dept1:GigabitEthernet0/0, complete,9, heimdall_intersect2, 13, 1, 65, 70,13
as2dept1:GigabitEthernet0/0, complete,9, heimdall_intersect3, 9, 1, 43, 55,9
as2dept1:GigabitEthernet0/0, complete,9, heimdall_intersect4, 13, 1, 65, 70,13
as2dept1:GigabitEthernet0/0, complete,9, neighbor, 5, 1, 28, 48,5
as2dept1:GigabitEthernet0/0, random-2,2, base, 13, 1, 65, 70,13
as2dept1:GigabitEthernet0/0, random-2,2, crystal-net, 6, 1, 33, 48,6
as2dept1:GigabitEthernet0/0, random-2,2, empty, 0, 0, 0, 0,0
as2dept1:GigabitEthernet0/0, random-2,2, heimdall, 12, 1, 60, 65,12
as2dept1:GigabitEthernet0/0, random-2,2, heimdall_end_nodes, 8, 1, 38, 50,8
as2dept1:GigabitEthernet0/0, random-2,2, heimdall_interface, 25, 0, 24, 45,24
as2dept1:GigabitEthernet0/0, random-2,2, heimdall_intersect, 8, 1, 38, 50,8
as2dept1:GigabitEthernet0/0, random-2,2, heimdall_intersect2, 8, 1, 38, 50,8
as2dept1:GigabitEthernet0/0, random-2,2, neighbor, 1, 1, 6, 28,1
as2dept1:GigabitEthernet1/0, complete,9, base, 13, 1, 65, 70,13
as2dept1:GigabitEthernet1/0, complete,9, crystal-net, 7, 1, 38, 53,7
as2dept1:GigabitEthernet1/0, complete,9, empty, 0, 0, 0, 0,0
as2dept1:GigabitEthernet1/0, complete,9, heimdall, 13, 1, 65, 70,13
as2dept1:GigabitEthernet1/0, complete,9, heimdall_end_nodes, 13, 1, 65, 70,13
as2dept1:GigabitEthernet1/0, complete,9, heimdall_interface, 34, 0, 33, 45,33
as2dept1:GigabitEthernet1/0, complete,9, heimdall_intersect, 0, 0, 0, 0,0
as2dept1:GigabitEthernet1/0, complete,9, heimdall_intersect2, 13, 1, 65, 70,13
as2dept1:GigabitEthernet1/0, complete,9, heimdall_intersect3, 9, 1, 43, 55,9
as2dept1:GigabitEthernet1/0, complete,9, heimdall_intersect4, 13, 1, 65, 70,13
as2dept1:GigabitEthernet1/0, complete,9, neighbor, 5, 1, 28, 48,5
as2dept1:GigabitEthernet1/0, random-2,2, base, 13, 1, 65, 70,13
as2dept1:GigabitEthernet1/0, random-2,2, crystal-net, 7, 1, 38, 53,7
as2dept1:GigabitEthernet1/0, random-2,2, empty, 0, 0, 0, 0,0
as2dept1:GigabitEthernet1/0, random-2,2, heimdall, 13, 1, 65, 70,13
as2dept1:GigabitEthernet1/0, random-2,2, heimdall_end_nodes, 13, 1, 65, 70,13
as2dept1:GigabitEthernet1/0, random-2,2, heimdall_interface, 34, 0, 33, 45,33
as2dept1:GigabitEthernet1/0, random-2,2, heimdall_intersect, 8, 1, 38, 50,8
as2dept1:GigabitEthernet1/0, random-2,2, heimdall_intersect2, 8, 1, 38, 50,8
as2dept1:GigabitEthernet1/0, random-2,2, neighbor, 3, 1, 17, 38,3
as2dept1:GigabitEthernet2/0, complete,17, base, 13, 1, 65, 56,13
as2dept1:GigabitEthernet2/0, complete,17, crystal-net, 13, 1, 65, 56,13
as2dept1:GigabitEthernet2/0, complete,17, empty, 0, 0, 0, 0,0
as2dept1:GigabitEthernet2/0, complete,17, heimdall, 13, 1, 65, 56,13
as2dept1:GigabitEthernet2/0, complete,17, heimdall_end_nodes, 13, 1, 65, 56,13
as2dept1:GigabitEthernet2/0, complete,17, heimdall_interface, 37, 0, 36, 31,36
as2dept1:GigabitEthernet2/0, complete,17, heimdall_intersect, 0, 0, 0, 0,0
as2dept1:GigabitEthernet2/0, complete,17, heimdall_intersect2, 13, 1, 65, 56,13
as2dept1:GigabitEthernet2/0, complete,17, heimdall_intersect3, 11, 1, 53, 46,11
as2dept1:GigabitEthernet2/0, complete,17, heimdall_intersect4, 13, 1, 65, 56,13
as2dept1:GigabitEthernet2/0, complete,17, neighbor, 9, 1, 47, 51,9
as2dept1:GigabitEthernet2/0, random-2,2, base, 13, 1, 65, 56,13
as2dept1:GigabitEthernet2/0, random-2,2, crystal-net, 2, 0, 9, 15,2
as2dept1:GigabitEthernet2/0, random-2,2, empty, 0, 0, 0, 0,0
as2dept1:GigabitEthernet2/0, random-2,2, heimdall, 12, 1, 60, 56,12
as2dept1:GigabitEthernet2/0, random-2,2, heimdall_end_nodes, 8, 1, 38, 36,8
as2dept1:GigabitEthernet2/0, random-2,2, heimdall_interface, 27, 0, 26, 31,26
as2dept1:GigabitEthernet2/0, random-2,2, heimdall_intersect, 8, 1, 38, 36,8
as2dept1:GigabitEthernet2/0, random-2,2, heimdall_intersect2, 8, 1, 38, 36,8
as2dept1:GigabitEthernet2/0, random-2,2, neighbor, 2, 0, 9, 15,2
as2dept1:GigabitEthernet3/0, complete,17, base, 13, 1, 65, 56,13
as2dept1:GigabitEthernet3/0, complete,17, crystal-net, 13, 1, 65, 56,13
as2dept1:GigabitEthernet3/0, complete,17, empty, 0, 0, 0, 0,0
as2dept1:GigabitEthernet3/0, complete,17, heimdall, 13, 1, 65, 56,13
as2dept1:GigabitEthernet3/0, complete,17, heimdall_end_nodes, 13, 1, 65, 56,13
as2dept1:GigabitEthernet3/0, complete,17, heimdall_interface, 37, 0, 36, 31,36
as2dept1:GigabitEthernet3/0, complete,17, heimdall_intersect, 0, 0, 0, 0,0
as2dept1:GigabitEthernet3/0, complete,17, heimdall_intersect2, 13, 1, 65, 56,13
as2dept1:GigabitEthernet3/0, complete,17, heimdall_intersect3, 11, 1, 53, 46,11
as2dept1:GigabitEthernet3/0, complete,17, heimdall_intersect4, 13, 1, 65, 56,13
as2dept1:GigabitEthernet3/0, complete,17, neighbor, 9, 1, 47, 51,9
as2dept1:GigabitEthernet3/0, random-2,2, base, 13, 1, 65, 56,13
as2dept1:GigabitEthernet3/0, random-2,2, crystal-net, 2, 0, 9, 15,2
as2dept1:GigabitEthernet3/0, random-2,2, empty, 0, 0, 0, 0,0
as2dept1:GigabitEthernet3/0, random-2,2, heimdall, 12, 1, 60, 56,12
as2dept1:GigabitEthernet3/0, random-2,2, heimdall_end_nodes, 8, 1, 38, 36,8
as2dept1:GigabitEthernet3/0, random-2,2, heimdall_interface, 27, 0, 26, 31,26
as2dept1:GigabitEthernet3/0, random-2,2, heimdall_intersect, 8, 1, 38, 36,8
as2dept1:GigabitEthernet3/0, random-2,2, heimdall_intersect2, 8, 1, 38, 36,8
as2dept1:GigabitEthernet3/0, random-2,2, neighbor, 2, 0, 9, 15,2
as2dept1:Loopback0, complete,6, base, 13, 1, 65, 70,13
as2dept1:Loopback0, complete,6, crystal-net, 7, 1, 38, 53,7
as2dept1:Loopback0, complete,6, empty, 0, 0, 0, 0,0
as2dept1:Loopback0, complete,6, heimdall, 13, 1, 65, 70,13
as2dept1:Loopback0, complete,6, heimdall_end_nodes, 9, 1, 43, 55,9
as2dept1:Loopback0, complete,6, heimdall_interface, 31, 0, 30, 45,30
as2dept1:Loopback0, complete,6, heimdall_intersect, 9, 1, 43, 55,9
as2dept1:Loopback0, complete,6, heimdall_intersect2, 9, 1, 43, 55,9
as2dept1:Loopback0, complete,6, heimdall_intersect3, 9, 1, 43, 55,9
as2dept1:Loopback0, complete,6, heimdall_intersect4, 9, 1, 43, 55,9
as2dept1:Loopback0, complete,6, neighbor, 3, 1, 16, 38,3
as2dept1:Loopback0, random-2,2, base, 13, 1, 65, 70,13
as2dept1:Loopback0, random-2,2, crystal-net, 7, 1, 38, 53,7
as2dept1:Loopback0, random-2,2, empty, 0, 0, 0, 0,0
as2dept1:Loopback0, random-2,2, heimdall, 13, 1, 65, 70,13
as2dept1:Loopback0, random-2,2, heimdall_end_nodes, 9, 1, 43, 55,9
as2dept1:Loopback0, random-2,2, heimdall_interface, 31, 0, 30, 45,30
as2dept1:Loopback0, random-2,2, heimdall_intersect, 9, 1, 43, 55,9
as2dept1:Loopback0, random-2,2, heimdall_intersect2, 9, 1, 43, 55,9
as2dept1:Loopback0, random-2,2, neighbor, 1, 1, 6, 28,1
as2dist1:GigabitEthernet0/0, complete,3, base, 13, 1, 65, 70,13
as2dist1:GigabitEthernet0/0, complete,3, crystal-net, 7, 1, 38, 53,7
as2dist1:GigabitEthernet0/0, complete,3, empty, 0, 0, 0, 0,0
as2dist1:GigabitEthernet0/0, complete,3, heimdall, 7, 1, 38, 53,7
as2dist1:GigabitEthernet0/0, complete,3, heimdall_end_nodes, 7, 1, 38, 53,7
as2dist1:GigabitEthernet0/0, complete,3, heimdall_interface, 20, 0, 20, 37,20
as2dist1:GigabitEthernet0/0, complete,3, heimdall_intersect, 1, 0, 6, 29,1
as2dist1:GigabitEthernet0/0, complete,3, heimdall_intersect2, 7, 1, 38, 53,7
as2dist1:GigabitEthernet0/0, complete,3, heimdall_intersect3, 7, 1, 38, 53,7
as2dist1:GigabitEthernet0/0, complete,3, heimdall_intersect4, 7, 1, 38, 53,7
as2dist1:GigabitEthernet0/0, complete,3, neighbor, 4, 1, 23, 45,4
as2dist1:GigabitEthernet0/0, random-2,2, base, 13, 1, 65, 70,13
as2dist1:GigabitEthernet0/0, random-2,2, crystal-net, 7, 1, 38, 53,7
as2dist1:GigabitEthernet0/0, random-2,2, empty, 0, 0, 0, 0,0
as2dist1:GigabitEthernet0/0, random-2,2, heimdall, 7, 1, 38, 53,7
as2dist1:GigabitEthernet0/0, random-2,2, heimdall_end_nodes, 7, 1, 38, 53,7
as2dist1:GigabitEthernet0/0, random-2,2, heimdall_interface, 20, 0, 20, 37,20
as2dist1:GigabitEthernet0/0, random-2,2, heimdall_intersect, 7, 1, 38, 53,7
as2dist1:GigabitEthernet0/0, random-2,2, heimdall_intersect2, 7, 1, 38, 53,7
as2dist1:GigabitEthernet0/0, random-2,2, neighbor, 3, 1, 17, 41,3
as2dist1:GigabitEthernet1/0, complete,6, base, 13, 1, 65, 70,13
as2dist1:GigabitEthernet1/0, complete,6, crystal-net, 7, 1, 38, 53,7
as2dist1:GigabitEthernet1/0, complete,6, empty, 0, 0, 0, 0,0
as2dist1:GigabitEthernet1/0, complete,6, heimdall, 13, 1, 65, 70,13
as2dist1:GigabitEthernet1/0, complete,6, heimdall_end_nodes, 13, 1, 65, 70,13
as2dist1:GigabitEthernet1/0, complete,6, heimdall_interface, 34, 0, 33, 54,33
as2dist1:GigabitEthernet1/0, complete,6, heimdall_intersect, 1, 0, 6, 5,1
as2dist1:GigabitEthernet1/0, complete,6, heimdall_intersect2, 13, 1, 65, 70,13
as2dist1:GigabitEthernet1/0, complete,6, heimdall_intersect3, 13, 1, 65, 70,13
as2dist1:GigabitEthernet1/0, complete,6, heimdall_intersect4, 13, 1, 65, 70,13
as2dist1:GigabitEthernet1/0, complete,6, neighbor, 5, 1, 28, 49,5
as2dist1:GigabitEthernet1/0, random-2,2, base, 13, 1, 65, 70,13
as2dist1:GigabitEthernet1/0, random-2,2, crystal-net, 7, 1, 38, 53,7
as2dist1:GigabitEthernet1/0, random-2,2, empty, 0, 0, 0, 0,0
as2dist1:GigabitEthernet1/0, random-2,2, heimdall, 13, 1, 65, 70,13
as2dist1:GigabitEthernet1/0, random-2,2, heimdall_end_nodes, 13, 1, 65, 70,13
as2dist1:GigabitEthernet1/0, random-2,2, heimdall_interface, 34, 0, 33, 54,33
as2dist1:GigabitEthernet1/0, random-2,2, heimdall_intersect, 13, 1, 65, 70,13
as2dist1:GigabitEthernet1/0, random-2,2, heimdall_intersect2, 13, 1, 65, 70,13
as2dist1:GigabitEthernet1/0, random-2,2, neighbor, 3, 0, 17, 38,3
as2dist1:GigabitEthernet2/0, complete,7, base, 13, 1, 65, 70,13
as2dist1:GigabitEthernet2/0, complete,7, crystal-net, 7, 1, 38, 53,7
as2dist1:GigabitEthernet2/0, complete,7, empty, 0, 0, 0, 0,0
as2dist1:GigabitEthernet2/0, complete,7, heimdall, 13, 1, 65, 70,13
as2dist1:GigabitEthernet2/0, complete,7, heimdall_end_nodes, 13, 1, 65, 70,13
as2dist1:GigabitEthernet2/0, complete,7, heimdall_interface, 34, 0, 33, 45,33
as2dist1:GigabitEthernet2/0, complete,7, heimdall_intersect, 1, 0, 6, 28,1
as2dist1:GigabitEthernet2/0, complete,7, heimdall_intersect2, 13, 1, 65, 70,13
as2dist1:GigabitEthernet2/0, complete,7, heimdall_intersect3, 13, 1, 65, 70,13
as2dist1:GigabitEthernet2/0, complete,7, heimdall_intersect4, 13, 1, 65, 70,13
as2dist1:GigabitEthernet2/0, complete,7, neighbor, 5, 1, 28, 48,5
as2dist1:GigabitEthernet2/0, random-2,2, base, 13, 1, 65, 70,13
as2dist1:GigabitEthernet2/0, random-2,2, crystal-net, 6, 0, 33, 48,6
as2dist1:GigabitEthernet2/0, random-2,2, empty, 0, 0, 0, 0,0
as2dist1:GigabitEthernet2/0, random-2,2, heimdall, 13, 1, 65, 70,13
as2dist1:GigabitEthernet2/0, random-2,2, heimdall_end_nodes, 13, 1, 65, 70,13
as2dist1:GigabitEthernet2/0, random-2,2, heimdall_interface, 33, 0, 32, 45,32
as2dist1:GigabitEthernet2/0, random-2,2, heimdall_intersect, 13, 1, 65, 70,13
as2dist1:GigabitEthernet2/0, random-2,2, heimdall_intersect2, 13, 1, 65, 70,13
as2dist1:GigabitEthernet2/0, random-2,2, neighbor, 3, 0, 17, 38,3
as2dist1:Loopback0, complete,6, base, 13, 1, 65, 65,13
as2dist1:Loopback0, complete,6, crystal-net, 7, 1, 38, 48,7
as2dist1:Loopback0, complete,6, empty, 0, 0, 0, 0,0
as2dist1:Loopback0, complete,6, heimdall, 13, 1, 65, 65,13
as2dist1:Loopback0, complete,6, heimdall_end_nodes, 13, 1, 65, 65,13
as2dist1:Loopback0, complete,6, heimdall_interface, 35, 0, 34, 45,34
as2dist1:Loopback0, complete,6, heimdall_intersect, 7, 1, 38, 48,7
as2dist1:Loopback0, complete,6, heimdall_intersect2, 13, 1, 65, 65,13
as2dist1:Loopback0, complete,6, heimdall_intersect3, 13, 1, 65, 65,13
as2dist1:Loopback0, complete,6, heimdall_intersect4, 13, 1, 65, 65,13
as2dist1:Loopback0, complete,6, neighbor, 5, 1, 28, 43,5
as2dist1:Loopback0, random-2,2, base, 13, 1, 65, 65,13
as2dist1:Loopback0, random-2,2, crystal-net, 7, 1, 38, 48,7
as2dist1:Loopback0, random-2,2, empty, 0, 0, 0, 0,0
as2dist1:Loopback0, random-2,2, heimdall, 13, 1, 65, 65,13
as2dist1:Loopback0, random-2,2, heimdall_end_nodes, 13, 1, 65, 65,13
as2dist1:Loopback0, random-2,2, heimdall_interface, 35, 0, 34, 45,34
as2dist1:Loopback0, random-2,2, heimdall_intersect, 13, 1, 65, 65,13
as2dist1:Loopback0, random-2,2, heimdall_intersect2, 13, 1, 65, 65,13
as2dist1:Loopback0, random-2,2, neighbor, 3, 0, 17, 38,3
as2dist2:GigabitEthernet0/0, complete,6, base, 13, 1, 65, 70,13
as2dist2:GigabitEthernet0/0, complete,6, crystal-net, 7, 1, 38, 53,7
as2dist2:GigabitEthernet0/0, complete,6, empty, 0, 0, 0, 0,0
as2dist2:GigabitEthernet0/0, complete,6, heimdall, 13, 1, 65, 70,13
as2dist2:GigabitEthernet0/0, complete,6, heimdall_end_nodes, 13, 1, 65, 70,13
as2dist2:GigabitEthernet0/0, complete,6, heimdall_interface, 34, 0, 33, 54,33
as2dist2:GigabitEthernet0/0, complete,6, heimdall_intersect, 1, 0, 6, 5,1
