interface removed, generator,# affected nodes, solution, # reachable nodes, interface included, # interface exposed, # violated policies, # nodes exposed
as2dist2:GigabitEthernet0/0, complete,6, heimdall_intersect2, 13, 1, 65, 70,13
as2dist2:GigabitEthernet0/0, complete,6, heimdall_intersect3, 13, 1, 65, 70,13
as2dist2:GigabitEthernet0/0, complete,6, heimdall_intersect4, 13, 1, 65, 70,13
as2dist2:GigabitEthernet0/0, complete,6, neighbor, 5, 1, 28, 49,5
as2dist2:GigabitEthernet0/0, random-2,2, base, 13, 1, 65, 70,13
as2dist2:GigabitEthernet0/0, random-2,2, crystal-net, 7, 1, 38, 53,7
as2dist2:GigabitEthernet0/0, random-2,2, empty, 0, 0, 0, 0,0
as2dist2:GigabitEthernet0/0, random-2,2, heimdall, 13, 1, 65, 70,13
as2dist2:GigabitEthernet0/0, random-2,2, heimdall_end_nodes, 13, 1, 65, 70,13
as2dist2:GigabitEthernet0/0, random-2,2, heimdall_interface, 33, 0, 33, 54,33
as2dist2:GigabitEthernet0/0, random-2,2, heimdall_intersect, 1, 0, 6, 5,1
as2dist2:GigabitEthernet0/0, random-2,2, heimdall_intersect2, 1, 0, 6, 5,1
as2dist2:GigabitEthernet0/0, random-2,2, neighbor, 3, 1, 17, 41,3
as2dist2:GigabitEthernet1/0, complete,3, base, 13, 1, 65, 70,13
as2dist2:GigabitEthernet1/0, complete,3, crystal-net, 7, 1, 38, 53,7
as2dist2:GigabitEthernet1/0, complete,3, empty, 0, 0, 0, 0,0
as2dist2:GigabitEthernet1/0, complete,3, heimdall, 7, 1, 38, 53,7
as2dist2:GigabitEthernet1/0, complete,3, heimdall_end_nodes, 7, 1, 38, 53,7
as2dist2:GigabitEthernet1/0, complete,3, heimdall_interface, 21, 0, 21, 37,21
as2dist2:GigabitEthernet1/0, complete,3, heimdall_intersect, 1, 0, 6, 29,1
as2dist2:GigabitEthernet1/0, complete,3, heimdall_intersect2, 7, 1, 38, 53,7
as2dist2:GigabitEthernet1/0, complete,3, heimdall_intersect3, 7, 1, 38, 53,7
as2dist2:GigabitEthernet1/0, complete,3, heimdall_intersect4, 7, 1, 38, 53,7
as2dist2:GigabitEthernet1/0, complete,3, neighbor, 4, 1, 23, 45,4
as2dist2:GigabitEthernet1/0, random-2,2, base, 13, 1, 65, 70,13
as2dist2:GigabitEthernet1/0, random-2,2, crystal-net, 7, 1, 38, 53,7
as2dist2:GigabitEthernet1/0, random-2,2, empty, 0, 0, 0, 0,0
as2dist2:GigabitEthernet1/0, random-2,2, heimdall, 7, 1, 38, 53,7
as2dist2:GigabitEthernet1/0, random-2,2, heimdall_end_nodes, 7, 1, 38, 53,7
as2dist2:GigabitEthernet1/0, random-2,2, heimdall_interface, 21, 0, 21, 37,21
as2dist2:GigabitEthernet1/0, random-2,2, heimdall_intersect, 7, 1, 38, 53,7
as2dist2:GigabitEthernet1/0, random-2,2, heimdall_intersect2, 7, 1, 38, 53,7
as2dist2:GigabitEthernet1/0, random-2,2, neighbor, 3, 1, 17, 41,3
as2dist2:GigabitEthernet2/0, complete,7, base, 13, 1, 65, 70,13
as2dist2:GigabitEthernet2/0, complete,7, crystal-net, 7, 1, 38, 53,7
as2dist2:GigabitEthernet2/0, complete,7, empty, 0, 0, 0, 0,0
as2dist2:GigabitEthernet2/0, complete,7, heimdall, 13, 1, 65, 70,13
as2dist2:GigabitEthernet2/0, complete,7, heimdall_end_nodes, 13, 1, 65, 70,13
as2dist2:GigabitEthernet2/0, complete,7, heimdall_interface, 34, 0, 33, 45,33
as2dist2:GigabitEthernet2/0, complete,7, heimdall_intersect, 1, 0, 6, 28,1
as2dist2:GigabitEthernet2/0, complete,7, heimdall_intersect2, 13, 1, 65, 70,13
as2dist2:GigabitEthernet2/0, complete,7, heimdall_intersect3, 13, 1, 65, 70,13
as2dist2:GigabitEthernet2/0, complete,7, heimdall_intersect4, 13, 1, 65, 70,13
as2dist2:GigabitEthernet2/0, complete,7, neighbor, 5, 1, 28, 48,5
as2dist2:GigabitEthernet2/0, random-2,2, base, 13, 1, 65, 70,13
as2dist2:GigabitEthernet2/0, random-2,2, crystal-net, 7, 1, 38, 53,7
as2dist2:GigabitEthernet2/0, random-2,2, empty, 0, 0, 0, 0,0
as2dist2:GigabitEthernet2/0, random-2,2, heimdall, 13, 1, 65, 70,13
as2dist2:GigabitEthernet2/0, random-2,2, heimdall_end_nodes, 13, 1, 65, 70,13
as2dist2:GigabitEthernet2/0, random-2,2, heimdall_interface, 34, 0, 33, 45,33
as2dist2:GigabitEthernet2/0, random-2,2, heimdall_intersect, 1, 0, 6, 28,1
as2dist2:GigabitEthernet2/0, random-2,2, heimdall_intersect2, 1, 0, 6, 28,1
as2dist2:GigabitEthernet2/0, random-2,2, neighbor, 3, 1, 17, 38,3
as2dist2:Loopback0, complete,6, base, 13, 1, 65, 65,13
as2dist2:Loopback0, complete,6, crystal-net, 7, 1, 38, 48,7
as2dist2:Loopback0, complete,6, empty, 0, 0, 0, 0,0
as2dist2:Loopback0, complete,6, heimdall, 13, 1, 65, 65,13
as2dist2:Loopback0, complete,6, heimdall_end_nodes, 13, 1, 65, 65,13
as2dist2:Loopback0, complete,6, heimdall_interface, 35, 0, 34, 45,34
as2dist2:Loopback0, complete,6, heimdall_intersect, 7, 1, 38, 48,7
as2dist2:Loopback0, complete,6, heimdall_intersect2, 13, 1, 65, 65,13
as2dist2:Loopback0, complete,6, heimdall_intersect3, 13, 1, 65, 65,13
as2dist2:Loopback0, complete,6, heimdall_intersect4, 13, 1, 65, 65,13
as2dist2:Loopback0, complete,6, neighbor, 5, 1, 28, 43,5
as2dist2:Loopback0, random-2,2, base, 13, 1, 65, 65,13
as2dist2:Loopback0, random-2,2, crystal-net, 7, 1, 38, 48,7
as2dist2:Loopback0, random-2,2, empty, 0, 0, 0, 0,0
as2dist2:Loopback0, random-2,2, heimdall, 7, 1, 38, 48,7
as2dist2:Loopback0, random-2,2, heimdall_end_nodes, 7, 1, 38, 48,7
as2dist2:Loopback0, random-2,2, heimdall_interface, 22, 0, 22, 28,22
as2dist2:Loopback0, random-2,2, heimdall_intersect, 7, 1, 38, 48,7
as2dist2:Loopback0, random-2,2, heimdall_intersect2, 7, 1, 38, 48,7
as2dist2:Loopback0, random-2,2, neighbor, 3, 1, 17, 33,3
as3border1:GigabitEthernet0/0, complete,14, base, 13, 1, 65, 62,13
as3border1:GigabitEthernet0/0, complete,14, crystal-net, 10, 0, 53, 60,10
as3border1:GigabitEthernet0/0, complete,14, empty, 0, 0, 0, 0,0
as3border1:GigabitEthernet0/0, complete,14, heimdall, 12, 0, 61, 62,12
as3border1:GigabitEthernet0/0, complete,14, heimdall_end_nodes, 12, 0, 61, 62,12
as3border1:GigabitEthernet0/0, complete,14, heimdall_interface, 34, 0, 33, 37,33
as3border1:GigabitEthernet0/0, complete,14, heimdall_intersect, 4, 0, 19, 35,4
as3border1:GigabitEthernet0/0, complete,14, heimdall_intersect2, 12, 0, 61, 62,12
as3border1:GigabitEthernet0/0, complete,14, heimdall_intersect3, 6, 0, 29, 45,6
as3border1:GigabitEthernet0/0, complete,14, heimdall_intersect4, 10, 0, 51, 60,10
as3border1:GigabitEthernet0/0, complete,14, neighbor, 8, 0, 43, 55,8
as3border1:GigabitEthernet0/0, random-2,2, base, 13, 1, 65, 62,13
as3border1:GigabitEthernet0/0, random-2,2, crystal-net, 7, 0, 37, 42,7
as3border1:GigabitEthernet0/0, random-2,2, empty, 0, 0, 0, 0,0
as3border1:GigabitEthernet0/0, random-2,2, heimdall, 12, 0, 61, 62,12
as3border1:GigabitEthernet0/0, random-2,2, heimdall_end_nodes, 12, 0, 61, 62,12
as3border1:GigabitEthernet0/0, random-2,2, heimdall_interface, 34, 0, 33, 37,33
as3border1:GigabitEthernet0/0, random-2,2, heimdall_intersect, 4, 0, 19, 35,4
as3border1:GigabitEthernet0/0, random-2,2, heimdall_intersect2, 4, 0, 19, 35,4
as3border1:GigabitEthernet0/0, random-2,2, neighbor, 4, 0, 21, 16,4
as3border1:GigabitEthernet1/0, complete,14, base, 13, 1, 65, 66,13
as3border1:GigabitEthernet1/0, complete,14, crystal-net, 11, 1, 57, 64,11
as3border1:GigabitEthernet1/0, complete,14, empty, 0, 0, 0, 0,0
as3border1:GigabitEthernet1/0, complete,14, heimdall, 13, 1, 65, 66,13
as3border1:GigabitEthernet1/0, complete,14, heimdall_end_nodes, 13, 1, 65, 66,13
as3border1:GigabitEthernet1/0, complete,14, heimdall_interface, 35, 0, 34, 41,34
as3border1:GigabitEthernet1/0, complete,14, heimdall_intersect, 4, 0, 19, 35,4
as3border1:GigabitEthernet1/0, complete,14, heimdall_intersect2, 13, 1, 65, 66,13
as3border1:GigabitEthernet1/0, complete,14, heimdall_intersect3, 6, 0, 29, 45,6
as3border1:GigabitEthernet1/0, complete,14, heimdall_intersect4, 10, 0, 51, 60,10
as3border1:GigabitEthernet1/0, complete,14, neighbor, 8, 0, 43, 59,8
as3border1:GigabitEthernet1/0, random-2,2, base, 13, 1, 65, 66,13
as3border1:GigabitEthernet1/0, random-2,2, crystal-net, 8, 1, 41, 46,8
as3border1:GigabitEthernet1/0, random-2,2, empty, 0, 0, 0, 0,0
as3border1:GigabitEthernet1/0, random-2,2, heimdall, 13, 1, 65, 66,13
as3border1:GigabitEthernet1/0, random-2,2, heimdall_end_nodes, 13, 1, 65, 66,13
as3border1:GigabitEthernet1/0, random-2,2, heimdall_interface, 35, 0, 34, 41,34
as3border1:GigabitEthernet1/0, random-2,2, heimdall_intersect, 4, 0, 19, 35,4
as3border1:GigabitEthernet1/0, random-2,2, heimdall_intersect2, 4, 0, 19, 35,4
as3border1:GigabitEthernet1/0, random-2,2, neighbor, 4, 0, 21, 22,4
as3border1:Loopback0, complete,2, base, 13, 1, 65, 64,13
as3border1:Loopback0, complete,2, crystal-net, 4, 1, 19, 23,4
as3border1:Loopback0, complete,2, empty, 0, 0, 0, 0,0
as3border1:Loopback0, complete,2, heimdall, 13, 1, 65, 64,13
as3border1:Loopback0, complete,2, heimdall_end_nodes, 8, 1, 38, 39,8
as3border1:Loopback0, complete,2, heimdall_interface, 28, 0, 27, 35,27
as3border1:Loopback0, complete,2, heimdall_intersect, 8, 1, 38, 39,8
as3border1:Loopback0, complete,2, heimdall_intersect2, 8, 1, 38, 39,8
as3border1:Loopback0, complete,2, heimdall_intersect3, 8, 1, 38, 39,8
as3border1:Loopback0, complete,2, heimdall_intersect4, 8, 1, 38, 39,8
as3border1:Loopback0, complete,2, neighbor, 3, 0, 15, 21,3
as3border1:Loopback0, random-2,2, base, 13, 1, 65, 64,13
as3border1:Loopback0, random-2,2, crystal-net, 4, 1, 19, 23,4
as3border1:Loopback0, random-2,2, empty, 0, 0, 0, 0,0
as3border1:Loopback0, random-2,2, heimdall, 13, 1, 65, 64,13
as3border1:Loopback0, random-2,2, heimdall_end_nodes, 8, 1, 38, 39,8
as3border1:Loopback0, random-2,2, heimdall_interface, 28, 0, 27, 35,27
as3border1:Loopback0, random-2,2, heimdall_intersect, 8, 1, 38, 39,8
as3border1:Loopback0, random-2,2, heimdall_intersect2, 8, 1, 38, 39,8
as3border1:Loopback0, random-2,2, neighbor, 3, 0, 15, 21,3
as3border2:GigabitEthernet0/0, complete,5, base, 13, 1, 65, 70,13
as3border2:GigabitEthernet0/0, complete,5, crystal-net, 6, 1, 27, 35,6
as3border2:GigabitEthernet0/0, complete,5, empty, 0, 0, 0, 0,0
as3border2:GigabitEthernet0/0, complete,5, heimdall, 13, 1, 65, 70,13
as3border2:GigabitEthernet0/0, complete,5, heimdall_end_nodes, 9, 1, 43, 50,9
as3border2:GigabitEthernet0/0, complete,5, heimdall_interface, 33, 0, 32, 45,32
as3border2:GigabitEthernet0/0, complete,5, heimdall_intersect, 0, 0, 0, 0,0
as3border2:GigabitEthernet0/0, complete,5, heimdall_intersect2, 5, 0, 24, 44,5
as3border2:GigabitEthernet0/0, complete,5, heimdall_intersect3, 5, 0, 24, 44,5
as3border2:GigabitEthernet0/0, complete,5, heimdall_intersect4, 9, 1, 43, 50,9
as3border2:GigabitEthernet0/0, complete,5, neighbor, 4, 1, 19, 31,4
as3border2:GigabitEthernet0/0, random-2,2, base, 13, 1, 65, 70,13
as3border2:GigabitEthernet0/0, random-2,2, crystal-net, 4, 1, 19, 29,4
as3border2:GigabitEthernet0/0, random-2,2, empty, 0, 0, 0, 0,0
as3border2:GigabitEthernet0/0, random-2,2, heimdall, 13, 1, 65, 70,13
as3border2:GigabitEthernet0/0, random-2,2, heimdall_end_nodes, 9, 1, 43, 50,9
as3border2:GigabitEthernet0/0, random-2,2, heimdall_interface, 33, 0, 32, 45,32
as3border2:GigabitEthernet0/0, random-2,2, heimdall_intersect, 1, 0, 6, 28,1
as3border2:GigabitEthernet0/0, random-2,2, heimdall_intersect2, 1, 0, 6, 28,1
as3border2:GigabitEthernet0/0, random-2,2, neighbor, 3, 1, 15, 27,3
as3border2:GigabitEthernet1/0, complete,5, base, 13, 1, 65, 64,13
as3border2:GigabitEthernet1/0, complete,5, crystal-net, 6, 1, 27, 29,6
as3border2:GigabitEthernet1/0, complete,5, empty, 0, 0, 0, 0,0
as3border2:GigabitEthernet1/0, complete,5, heimdall, 11, 1, 56, 64,11
as3border2:GigabitEthernet1/0, complete,5, heimdall_end_nodes, 7, 1, 34, 44,7
as3border2:GigabitEthernet1/0, complete,5, heimdall_interface, 24, 0, 23, 30,23
as3border2:GigabitEthernet1/0, complete,5, heimdall_intersect, 0, 0, 0, 0,0
as3border2:GigabitEthernet1/0, complete,5, heimdall_intersect2, 6, 1, 28, 42,6
as3border2:GigabitEthernet1/0, complete,5, heimdall_intersect3, 6, 1, 28, 42,6
as3border2:GigabitEthernet1/0, complete,5, heimdall_intersect4, 7, 1, 34, 44,7
as3border2:GigabitEthernet1/0, complete,5, neighbor, 4, 1, 19, 25,4
as3border2:GigabitEthernet1/0, random-2,2, base, 13, 1, 65, 64,13
as3border2:GigabitEthernet1/0, random-2,2, crystal-net, 3, 0, 15, 23,3
as3border2:GigabitEthernet1/0, random-2,2, empty, 0, 0, 0, 0,0
as3border2:GigabitEthernet1/0, random-2,2, heimdall, 11, 1, 56, 64,11
as3border2:GigabitEthernet1/0, random-2,2, heimdall_end_nodes, 7, 1, 34, 44,7
as3border2:GigabitEthernet1/0, random-2,2, heimdall_interface, 24, 0, 23, 30,23
as3border2:GigabitEthernet1/0, random-2,2, heimdall_intersect, 0, 0, 0, 0,0
as3border2:GigabitEthernet1/0, random-2,2, heimdall_intersect2, 0, 0, 0, 0,0
as3border2:GigabitEthernet1/0, random-2,2, neighbor, 2, 0, 11, 21,2
as3border2:Loopback0, complete,2, base, 13, 1, 65, 66,13
as3border2:Loopback0, complete,2, crystal-net, 4, 1, 19, 25,4
as3border2:Loopback0, complete,2, empty, 0, 0, 0, 0,0
as3border2:Loopback0, complete,2, heimdall, 13, 1, 65, 66,13
as3border2:Loopback0, complete,2, heimdall_end_nodes, 8, 1, 38, 41,8
as3border2:Loopback0, complete,2, heimdall_interface, 28, 0, 27, 37,27
as3border2:Loopback0, complete,2, heimdall_intersect, 8, 1, 38, 41,8
as3border2:Loopback0, complete,2, heimdall_intersect2, 8, 1, 38, 41,8
as3border2:Loopback0, complete,2, heimdall_intersect3, 8, 1, 38, 41,8
as3border2:Loopback0, complete,2, heimdall_intersect4, 8, 1, 38, 41,8
as3border2:Loopback0, complete,2, neighbor, 3, 1, 15, 23,3
as3border2:Loopback0, random-2,2, base, 13, 1, 65, 66,13
as3border2:Loopback0, random-2,2, crystal-net, 4, 1, 19, 25,4
as3border2:Loopback0, random-2,2, empty, 0, 0, 0, 0,0
as3border2:Loopback0, random-2,2, heimdall, 13, 1, 65, 66,13
as3border2:Loopback0, random-2,2, heimdall_end_nodes, 8, 1, 38, 41,8
as3border2:Loopback0, random-2,2, heimdall_interface, 28, 0, 27, 37,27
as3border2:Loopback0, random-2,2, heimdall_intersect, 8, 1, 38, 41,8
as3border2:Loopback0, random-2,2, heimdall_intersect2, 8, 1, 38, 41,8
as3border2:Loopback0, random-2,2, neighbor, 3, 1, 15, 23,3
as3core1:GigabitEthernet0/0, complete,17, base, 13, 1, 65, 64,13
as3core1:GigabitEthernet0/0, complete,17, crystal-net, 11, 0, 55, 62,11
as3core1:GigabitEthernet0/0, complete,17, empty, 0, 0, 0, 0,0
as3core1:GigabitEthernet0/0, complete,17, heimdall, 13, 1, 65, 64,13
as3core1:GigabitEthernet0/0, complete,17, heimdall_end_nodes, 13, 1, 65, 64,13
as3core1:GigabitEthernet0/0, complete,17, heimdall_interface, 37, 0, 36, 39,36
as3core1:GigabitEthernet0/0, complete,17, heimdall_intersect, 4, 0, 19, 37,4
as3core1:GigabitEthernet0/0, complete,17, heimdall_intersect2, 13, 1, 65, 64,13
as3core1:GigabitEthernet0/0, complete,17, heimdall_intersect3, 9, 1, 44, 54,9
as3core1:GigabitEthernet0/0, complete,17, heimdall_intersect4, 13, 1, 65, 64,13
as3core1:GigabitEthernet0/0, complete,17, neighbor, 8, 0, 41, 57,8
as3core1:GigabitEthernet0/0, random-2,2, base, 13, 1, 65, 64,13
as3core1:GigabitEthernet0/0, random-2,2, crystal-net, 2, 0, 9, 15,2
as3core1:GigabitEthernet0/0, random-2,2, empty, 0, 0, 0, 0,0
as3core1:GigabitEthernet0/0, random-2,2, heimdall, 10, 0, 50, 62,10
as3core1:GigabitEthernet0/0, random-2,2, heimdall_end_nodes, 6, 0, 28, 42,6
as3core1:GigabitEthernet0/0, random-2,2, heimdall_interface, 24, 0, 23, 30,23
as3core1:GigabitEthernet0/0, random-2,2, heimdall_intersect, 6, 0, 28, 42,6
as3core1:GigabitEthernet0/0, random-2,2, heimdall_intersect2, 6, 0, 28, 42,6
as3core1:GigabitEthernet0/0, random-2,2, neighbor, 2, 0, 9, 15,2
as3core1:GigabitEthernet1/0, complete,17, base, 13, 1, 65, 62,13
as3core1:GigabitEthernet1/0, complete,17, crystal-net, 12, 1, 61, 62,12
as3core1:GigabitEthernet1/0, complete,17, empty, 0, 0, 0, 0,0
as3core1:GigabitEthernet1/0, complete,17, heimdall, 13, 1, 65, 62,13
as3core1:GigabitEthernet1/0, complete,17, heimdall_end_nodes, 13, 1, 65, 62,13
as3core1:GigabitEthernet1/0, complete,17, heimdall_interface, 37, 0, 36, 37,36
as3core1:GigabitEthernet1/0, complete,17, heimdall_intersect, 4, 0, 19, 35,4
as3core1:GigabitEthernet1/0, complete,17, heimdall_intersect2, 13, 1, 65, 62,13
as3core1:GigabitEthernet1/0, complete,17, heimdall_intersect3, 8, 0, 38, 50,8
as3core1:GigabitEthernet1/0, complete,17, heimdall_intersect4, 13, 1, 65, 62,13
as3core1:GigabitEthernet1/0, complete,17, neighbor, 9, 1, 47, 57,9
as3core1:GigabitEthernet1/0, random-2,2, base, 13, 1, 65, 62,13
as3core1:GigabitEthernet1/0, random-2,2, crystal-net, 2, 0, 9, 19,2
as3core1:GigabitEthernet1/0, random-2,2, empty, 0, 0, 0, 0,0
as3core1:GigabitEthernet1/0, random-2,2, heimdall, 11, 1, 56, 62,11
as3core1:GigabitEthernet1/0, random-2,2, heimdall_end_nodes, 7, 1, 34, 42,7
as3core1:GigabitEthernet1/0, random-2,2, heimdall_interface, 25, 0, 24, 32,24
as3core1:GigabitEthernet1/0, random-2,2, heimdall_intersect, 7, 1, 34, 42,7
as3core1:GigabitEthernet1/0, random-2,2, heimdall_intersect2, 7, 1, 34, 42,7
as3core1:GigabitEthernet1/0, random-2,2, neighbor, 2, 0, 9, 19,2
as3core1:Loopback0, complete,2, base, 13, 1, 65, 62,13
as3core1:Loopback0, complete,2, crystal-net, 4, 1, 19, 21,4
as3core1:Loopback0, complete,2, empty, 0, 0, 0, 0,0
as3core1:Loopback0, complete,2, heimdall, 13, 1, 65, 62,13
as3core1:Loopback0, complete,2, heimdall_end_nodes, 8, 1, 38, 37,8
as3core1:Loopback0, complete,2, heimdall_interface, 28, 0, 27, 33,27
as3core1:Loopback0, complete,2, heimdall_intersect, 8, 1, 38, 37,8
as3core1:Loopback0, complete,2, heimdall_intersect2, 8, 1, 38, 37,8
as3core1:Loopback0, complete,2, heimdall_intersect3, 8, 1, 38, 37,8
as3core1:Loopback0, complete,2, heimdall_intersect4, 8, 1, 38, 37,8
as3core1:Loopback0, complete,2, neighbor, 3, 1, 15, 19,3
as3core1:Loopback0, random-2,2, base, 13, 1, 65, 62,13
as3core1:Loopback0, random-2,2, crystal-net, 4, 1, 19, 21,4
as3core1:Loopback0, random-2,2, empty, 0, 0, 0, 0,0
as3core1:Loopback0, random-2,2, heimdall, 13, 1, 65, 62,13
as3core1:Loopback0, random-2,2, heimdall_end_nodes, 8, 1, 38, 37,8
as3core1:Loopback0, random-2,2, heimdall_interface, 28, 0, 27, 33,27
as3core1:Loopback0, random-2,2, heimdall_intersect, 8, 1, 38, 37,8
as3core1:Loopback0, random-2,2, heimdall_intersect2, 8, 1, 38, 37,8
as3core1:Loopback0, random-2,2, neighbor, 3, 1, 15, 19,3
